Nombre provincia,Nombre municipio,Nombre completo,Nombre,Número,Dirección,Enlace
CACERES,OLIVA DE PLASENCIA,PLASENCIA,PLASENCIA,,"Avenida Juan Carlos I, 17 - entrepl.",https://www.registradores.org/directorio/-/registros/propiedad/caceres/plasencia/registro-de-la-propiedad-de-plasencia
CACERES,PALOMERO,HERVAS,HERVAS,,"La Mata, 2 y 4",https://www.registradores.org/directorio/-/registros/propiedad/caceres/hervas/registro-de-la-propiedad-de-hervas
CACERES,PASARON DE LA VERA,JARANDILLA DE LA VERA,JARANDILLA DE LA VERA,,"Avda. Soledad Vega Ortiz, 44 - 1º",https://www.registradores.org/directorio/-/registros/propiedad/caceres/jarandilla-de-la-vera/registro-de-la-propiedad-de-jarandilla-de-la-vera
CACERES,PEDROSO DE ACIM,CACERES 2,CACERES,2,"Avda. de España, 1 - 1º",https://www.registradores.org/directorio/-/registros/propiedad/caceres/caceres/registro-de-la-propiedad-de-caceres-n-02
CACERES,PERALEDA DE LA MATA,NAVALMORAL DE LA MATA,NAVALMORAL DE LA MATA,,"Vérgara, 1 - 1º",https://www.registradores.org/directorio/-/registros/propiedad/caceres/navalmoral-de-la-mata/registro-de-la-propiedad-de-navalmoral-de-la-mata
CACERES,PERALEDA DE SAN ROMAN,NAVALMORAL DE LA MATA,NAVALMORAL DE LA MATA,,"Vérgara, 1 - 1º",https://www.registradores.org/directorio/-/registros/propiedad/caceres/navalmoral-de-la-mata/registro-de-la-propiedad-de-navalmoral-de-la-mata
CACERES,PERALES DEL PUERTO,HOYOS,HOYOS,,"Avenida de España, 2",https://www.registradores.org/directorio/-/registros/propiedad/caceres/hoyos/registro-de-la-propiedad-de-hoyos
CACERES,PESCUEZA,CORIA,CORIA,,"Avenida Monseñor Riberi, 40",https://www.registradores.org/directorio/-/registros/propiedad/caceres/coria/registro-de-la-propiedad-de-coria
CACERES,PESGA (LA),HERVAS,HERVAS,,"La Mata, 2 y 4",https://www.registradores.org/directorio/-/registros/propiedad/caceres/hervas/registro-de-la-propiedad-de-hervas
CACERES,PIEDRAS ALBAS,VALENCIA DE ALCANTARA -ALCANTARA,VALENCIA DE ALCANTARA -ALCANTARA,,"Virgen de Guadalupe, 6 (Valencia de Alcántara)",https://www.registradores.org/directorio/-/registros/propiedad/caceres/valencia-de-alcantara/registro-de-la-propiedad-de-valencia-de-alcantara-alcantara
CACERES,PINOFRANQUEADO,HERVAS,HERVAS,,"La Mata, 2 y 4",https://www.registradores.org/directorio/-/registros/propiedad/caceres/hervas/registro-de-la-propiedad-de-hervas
CACERES,PIORNAL,PLASENCIA,PLASENCIA,,"Avenida Juan Carlos I, 17 - entrepl.",https://www.registradores.org/directorio/-/registros/propiedad/caceres/plasencia/registro-de-la-propiedad-de-plasencia
CACERES,PLASENCIA,PLASENCIA,PLASENCIA,,"Avenida Juan Carlos I, 17 - entrepl.",https://www.registradores.org/directorio/-/registros/propiedad/caceres/plasencia/registro-de-la-propiedad-de-plasencia
CACERES,PLASENZUELA,TRUJILLO,TRUJILLO,,"Sola, 16",https://www.registradores.org/directorio/-/registros/propiedad/caceres/trujillo/registro-de-la-propiedad-de-trujillo
CACERES,PORTAJE,CORIA,CORIA,,"Avenida Monseñor Riberi, 40",https://www.registradores.org/directorio/-/registros/propiedad/caceres/coria/registro-de-la-propiedad-de-coria
CACERES,PORTEZUELO,CACERES 2,CACERES,2,"Avda. de España, 1 - 1º",https://www.registradores.org/directorio/-/registros/propiedad/caceres/caceres/registro-de-la-propiedad-de-caceres-n-02
CACERES,POZUELO DE ZARZON,CORIA,CORIA,,"Avenida Monseñor Riberi, 40",https://www.registradores.org/directorio/-/registros/propiedad/caceres/coria/registro-de-la-propiedad-de-coria
CACERES,PUERTO DE SANTA CRUZ,TRUJILLO,TRUJILLO,,"Sola, 16",https://www.registradores.org/directorio/-/registros/propiedad/caceres/trujillo/registro-de-la-propiedad-de-trujillo
CACERES,REBOLLAR,PLASENCIA,PLASENCIA,,"Avenida Juan Carlos I, 17 - entrepl.",https://www.registradores.org/directorio/-/registros/propiedad/caceres/plasencia/registro-de-la-propiedad-de-plasencia
CACERES,RIOLOBOS,CORIA,CORIA,,"Avenida Monseñor Riberi, 40",https://www.registradores.org/directorio/-/registros/propiedad/caceres/coria/registro-de-la-propiedad-de-coria
CACERES,ROBLEDILLO DE GATA,HOYOS,HOYOS,,"Avenida de España, 2",https://www.registradores.org/directorio/-/registros/propiedad/caceres/hoyos/registro-de-la-propiedad-de-hoyos
CACERES,ROBLEDILLO DE LA VERA,JARANDILLA DE LA VERA,JARANDILLA DE LA VERA,,"Avda. Soledad Vega Ortiz, 44 - 1º",https://www.registradores.org/directorio/-/registros/propiedad/caceres/jarandilla-de-la-vera/registro-de-la-propiedad-de-jarandilla-de-la-vera
CACERES,ROBLEDILLO DE TRUJILLO,TRUJILLO,TRUJILLO,,"Sola, 16",https://www.registradores.org/directorio/-/registros/propiedad/caceres/trujillo/registro-de-la-propiedad-de-trujillo
CACERES,ROBLEDOLLANO,NAVALMORAL DE LA MATA,NAVALMORAL DE LA MATA,,"Vérgara, 1 - 1º",https://www.registradores.org/directorio/-/registros/propiedad/caceres/navalmoral-de-la-mata/registro-de-la-propiedad-de-navalmoral-de-la-mata
CACERES,ROMANGORDO,NAVALMORAL DE LA MATA,NAVALMORAL DE LA MATA,,"Vérgara, 1 - 1º",https://www.registradores.org/directorio/-/registros/propiedad/caceres/navalmoral-de-la-mata/registro-de-la-propiedad-de-navalmoral-de-la-mata
CACERES,RUANES,TRUJILLO,TRUJILLO,,"Sola, 16",https://www.registradores.org/directorio/-/registros/propiedad/caceres/trujillo/registro-de-la-propiedad-de-trujillo
CACERES,SALORINO,VALENCIA DE ALCANTARA -ALCANTARA,VALENCIA DE ALCANTARA -ALCANTARA,,"Virgen de Guadalupe, 6 (Valencia de Alcántara)",https://www.registradores.org/directorio/-/registros/propiedad/caceres/valencia-de-alcantara/registro-de-la-propiedad-de-valencia-de-alcantara-alcantara
CACERES,SALVATIERRA DE SANTIAGO,MONTANCHEZ,MONTANCHEZ,,"Virgen de los Remedios, 20",https://www.registradores.org/directorio/-/registros/propiedad/caceres/montanchez/registro-de-la-propiedad-de-montanchez
CACERES,SAN MARTIN DE TREVEJO,HOYOS,HOYOS,,"Avenida de España, 2",https://www.registradores.org/directorio/-/registros/propiedad/caceres/hoyos/registro-de-la-propiedad-de-hoyos
CACERES,SANTA ANA,TRUJILLO,TRUJILLO,,"Sola, 16",https://www.registradores.org/directorio/-/registros/propiedad/caceres/trujillo/registro-de-la-propiedad-de-trujillo
CACERES,SANTA CRUZ DE LA SIERRA,TRUJILLO,TRUJILLO,,"Sola, 16",https://www.registradores.org/directorio/-/registros/propiedad/caceres/trujillo/registro-de-la-propiedad-de-trujillo
CACERES,SANTA CRUZ DE PANIAGUA,HERVAS,HERVAS,,"La Mata, 2 y 4",https://www.registradores.org/directorio/-/registros/propiedad/caceres/hervas/registro-de-la-propiedad-de-hervas
CACERES,SANTA MARTA DE MAGASCA,TRUJILLO,TRUJILLO,,"Sola, 16",https://www.registradores.org/directorio/-/registros/propiedad/caceres/trujillo/registro-de-la-propiedad-de-trujillo
CACERES,SANTIAGO DE ALCANTARA,VALENCIA DE ALCANTARA -ALCANTARA,VALENCIA DE ALCANTARA -ALCANTARA,,"Virgen de Guadalupe, 6 (Valencia de Alcántara)",https://www.registradores.org/directorio/-/registros/propiedad/caceres/valencia-de-alcantara/registro-de-la-propiedad-de-valencia-de-alcantara-alcantara
CACERES,SANTIAGO DEL CAMPO,CACERES 2,CACERES,2,"Avda. de España, 1 - 1º",https://www.registradores.org/directorio/-/registros/propiedad/caceres/caceres/registro-de-la-propiedad-de-caceres-n-02
CACERES,SANTIBAÑEZ EL ALTO,HOYOS,HOYOS,,"Avenida de España, 2",https://www.registradores.org/directorio/-/registros/propiedad/caceres/hoyos/registro-de-la-propiedad-de-hoyos
CACERES,SANTIBAÑEZ EL BAJO,HERVAS,HERVAS,,"La Mata, 2 y 4",https://www.registradores.org/directorio/-/registros/propiedad/caceres/hervas/registro-de-la-propiedad-de-hervas
CACERES,SAUCEDILLA,NAVALMORAL DE LA MATA,NAVALMORAL DE LA MATA,,"Vérgara, 1 - 1º",https://www.registradores.org/directorio/-/registros/propiedad/caceres/navalmoral-de-la-mata/registro-de-la-propiedad-de-navalmoral-de-la-mata
CACERES,SEGURA DE TORO,HERVAS,HERVAS,,"La Mata, 2 y 4",https://www.registradores.org/directorio/-/registros/propiedad/caceres/hervas/registro-de-la-propiedad-de-hervas
CACERES,SERRADILLA,PLASENCIA,PLASENCIA,,"Avenida Juan Carlos I, 17 - entrepl.",https://www.registradores.org/directorio/-/registros/propiedad/caceres/plasencia/registro-de-la-propiedad-de-plasencia
CACERES,SERREJON,NAVALMORAL DE LA MATA,NAVALMORAL DE LA MATA,,"Vérgara, 1 - 1º",https://www.registradores.org/directorio/-/registros/propiedad/caceres/navalmoral-de-la-mata/registro-de-la-propiedad-de-navalmoral-de-la-mata
CACERES,SIERRA DE FUENTES,CACERES 2,CACERES,2,"Avda. de España, 1 - 1º",https://www.registradores.org/directorio/-/registros/propiedad/caceres/caceres/registro-de-la-propiedad-de-caceres-n-02
CACERES,TALAVAN,CACERES 2,CACERES,2,"Avda. de España, 1 - 1º",https://www.registradores.org/directorio/-/registros/propiedad/caceres/caceres/registro-de-la-propiedad-de-caceres-n-02
CACERES,TALAVERUELA DE LA VERA,JARANDILLA DE LA VERA,JARANDILLA DE LA VERA,,"Avda. Soledad Vega Ortiz, 44 - 1º",https://www.registradores.org/directorio/-/registros/propiedad/caceres/jarandilla-de-la-vera/registro-de-la-propiedad-de-jarandilla-de-la-vera
CACERES,TALAYUELA,NAVALMORAL DE LA MATA,NAVALMORAL DE LA MATA,,"Vérgara, 1 - 1º",https://www.registradores.org/directorio/-/registros/propiedad/caceres/navalmoral-de-la-mata/registro-de-la-propiedad-de-navalmoral-de-la-mata
CACERES,TEJEDA DE TIETAR,PLASENCIA,PLASENCIA,,"Avenida Juan Carlos I, 17 - entrepl.",https://www.registradores.org/directorio/-/registros/propiedad/caceres/plasencia/registro-de-la-propiedad-de-plasencia
CACERES,TORIL,NAVALMORAL DE LA MATA,NAVALMORAL DE LA MATA,,"Vérgara, 1 - 1º",https://www.registradores.org/directorio/-/registros/propiedad/caceres/navalmoral-de-la-mata/registro-de-la-propiedad-de-navalmoral-de-la-mata
CACERES,TORNAVACAS,PLASENCIA,PLASENCIA,,"Avenida Juan Carlos I, 17 - entrepl.",https://www.registradores.org/directorio/-/registros/propiedad/caceres/plasencia/registro-de-la-propiedad-de-plasencia
CACERES,TORNO (EL),PLASENCIA,PLASENCIA,,"Avenida Juan Carlos I, 17 - entrepl.",https://www.registradores.org/directorio/-/registros/propiedad/caceres/plasencia/registro-de-la-propiedad-de-plasencia
CACERES,TORRECILLA DE LOS ANGELES,HOYOS,HOYOS,,"Avenida de España, 2",https://www.registradores.org/directorio/-/registros/propiedad/caceres/hoyos/registro-de-la-propiedad-de-hoyos
CACERES,TORRECILLAS DE LA TIESA,TRUJILLO,TRUJILLO,,"Sola, 16",https://www.registradores.org/directorio/-/registros/propiedad/caceres/trujillo/registro-de-la-propiedad-de-trujillo
CACERES,TORRE DE DON MIGUEL,HOYOS,HOYOS,,"Avenida de España, 2",https://www.registradores.org/directorio/-/registros/propiedad/caceres/hoyos/registro-de-la-propiedad-de-hoyos
CACERES,TORRE DE SANTA MARIA,MONTANCHEZ,MONTANCHEZ,,"Virgen de los Remedios, 20",https://www.registradores.org/directorio/-/registros/propiedad/caceres/montanchez/registro-de-la-propiedad-de-montanchez
CACERES,TORREJONCILLO,CORIA,CORIA,,"Avenida Monseñor Riberi, 40",https://www.registradores.org/directorio/-/registros/propiedad/caceres/coria/registro-de-la-propiedad-de-coria
CACERES,TORREJON EL RUBIO,PLASENCIA,PLASENCIA,,"Avenida Juan Carlos I, 17 - entrepl.",https://www.registradores.org/directorio/-/registros/propiedad/caceres/plasencia/registro-de-la-propiedad-de-plasencia
CACERES,TORREMENGA,JARANDILLA DE LA VERA,JARANDILLA DE LA VERA,,"Avda. Soledad Vega Ortiz, 44 - 1º",https://www.registradores.org/directorio/-/registros/propiedad/caceres/jarandilla-de-la-vera/registro-de-la-propiedad-de-jarandilla-de-la-vera
CACERES,TORREMOCHA,MONTANCHEZ,MONTANCHEZ,,"Virgen de los Remedios, 20",https://www.registradores.org/directorio/-/registros/propiedad/caceres/montanchez/registro-de-la-propiedad-de-montanchez
CACERES,TORREORGAZ,CACERES 2,CACERES,2,"Avda. de España, 1 - 1º",https://www.registradores.org/directorio/-/registros/propiedad/caceres/caceres/registro-de-la-propiedad-de-caceres-n-02
CACERES,TORREQUEMADA,CACERES 2,CACERES,2,"Avda. de España, 1 - 1º",https://www.registradores.org/directorio/-/registros/propiedad/caceres/caceres/registro-de-la-propiedad-de-caceres-n-02
CACERES,TRUJILLO,TRUJILLO,TRUJILLO,,"Sola, 16",https://www.registradores.org/directorio/-/registros/propiedad/caceres/trujillo/registro-de-la-propiedad-de-trujillo
CACERES,VALDASTILLAS,PLASENCIA,PLASENCIA,,"Avenida Juan Carlos I, 17 - entrepl.",https://www.registradores.org/directorio/-/registros/propiedad/caceres/plasencia/registro-de-la-propiedad-de-plasencia
CACERES,VALDECAÑAS DE TAJO,NAVALMORAL DE LA MATA,NAVALMORAL DE LA MATA,,"Vérgara, 1 - 1º",https://www.registradores.org/directorio/-/registros/propiedad/caceres/navalmoral-de-la-mata/registro-de-la-propiedad-de-navalmoral-de-la-mata
CACERES,VALDEFUENTES,MONTANCHEZ,MONTANCHEZ,,"Virgen de los Remedios, 20",https://www.registradores.org/directorio/-/registros/propiedad/caceres/montanchez/registro-de-la-propiedad-de-montanchez
CACERES,VALDEHUNCAR,NAVALMORAL DE LA MATA,NAVALMORAL DE LA MATA,,"Vérgara, 1 - 1º",https://www.registradores.org/directorio/-/registros/propiedad/caceres/navalmoral-de-la-mata/registro-de-la-propiedad-de-navalmoral-de-la-mata
CACERES,VALDELACASA DE TAJO,NAVALMORAL DE LA MATA,NAVALMORAL DE LA MATA,,"Vérgara, 1 - 1º",https://www.registradores.org/directorio/-/registros/propiedad/caceres/navalmoral-de-la-mata/registro-de-la-propiedad-de-navalmoral-de-la-mata
CACERES,VALDEMORALES,MONTANCHEZ,MONTANCHEZ,,"Virgen de los Remedios, 20",https://www.registradores.org/directorio/-/registros/propiedad/caceres/montanchez/registro-de-la-propiedad-de-montanchez
CACERES,VALDEOBISPO,PLASENCIA,PLASENCIA,,"Avenida Juan Carlos I, 17 - entrepl.",https://www.registradores.org/directorio/-/registros/propiedad/caceres/plasencia/registro-de-la-propiedad-de-plasencia
CACERES,VALENCIA DE ALCANTARA,VALENCIA DE ALCANTARA -ALCANTARA,VALENCIA DE ALCANTARA -ALCANTARA,,"Virgen de Guadalupe, 6 (Valencia de Alcántara)",https://www.registradores.org/directorio/-/registros/propiedad/caceres/valencia-de-alcantara/registro-de-la-propiedad-de-valencia-de-alcantara-alcantara
CACERES,VALVERDE DE LA VERA,JARANDILLA DE LA VERA,JARANDILLA DE LA VERA,,"Avda. Soledad Vega Ortiz, 44 - 1º",https://www.registradores.org/directorio/-/registros/propiedad/caceres/jarandilla-de-la-vera/registro-de-la-propiedad-de-jarandilla-de-la-vera
CACERES,VALVERDE DEL FRESNO,HOYOS,HOYOS,,"Avenida de España, 2",https://www.registradores.org/directorio/-/registros/propiedad/caceres/hoyos/registro-de-la-propiedad-de-hoyos
CACERES,VIANDAR DE LA VERA,JARANDILLA DE LA VERA,JARANDILLA DE LA VERA,,"Avda. Soledad Vega Ortiz, 44 - 1º",https://www.registradores.org/directorio/-/registros/propiedad/caceres/jarandilla-de-la-vera/registro-de-la-propiedad-de-jarandilla-de-la-vera
CACERES,VILLA DEL CAMPO,CORIA,CORIA,,"Avenida Monseñor Riberi, 40",https://www.registradores.org/directorio/-/registros/propiedad/caceres/coria/registro-de-la-propiedad-de-coria
CACERES,VILLA DEL REY,VALENCIA DE ALCANTARA -ALCANTARA,VALENCIA DE ALCANTARA -ALCANTARA,,"Virgen de Guadalupe, 6 (Valencia de Alcántara)",https://www.registradores.org/directorio/-/registros/propiedad/caceres/valencia-de-alcantara/registro-de-la-propiedad-de-valencia-de-alcantara-alcantara
CACERES,VILLAMESIAS,TRUJILLO,TRUJILLO,,"Sola, 16",https://www.registradores.org/directorio/-/registros/propiedad/caceres/trujillo/registro-de-la-propiedad-de-trujillo
CACERES,VILLAMIEL,HOYOS,HOYOS,,"Avenida de España, 2",https://www.registradores.org/directorio/-/registros/propiedad/caceres/hoyos/registro-de-la-propiedad-de-hoyos
CACERES,VILLANUEVA DE LA SIERRA,CORIA,CORIA,,"Avenida Monseñor Riberi, 40",https://www.registradores.org/directorio/-/registros/propiedad/caceres/coria/registro-de-la-propiedad-de-coria
CACERES,VILLANUEVA DE LA VERA,JARANDILLA DE LA VERA,JARANDILLA DE LA VERA,,"Avda. Soledad Vega Ortiz, 44 - 1º",https://www.registradores.org/directorio/-/registros/propiedad/caceres/jarandilla-de-la-vera/registro-de-la-propiedad-de-jarandilla-de-la-vera
CACERES,VILLAR DEL PEDROSO,NAVALMORAL DE LA MATA,NAVALMORAL DE LA MATA,,"Vérgara, 1 - 1º",https://www.registradores.org/directorio/-/registros/propiedad/caceres/navalmoral-de-la-mata/registro-de-la-propiedad-de-navalmoral-de-la-mata
CACERES,VILLAR DE PLASENCIA,PLASENCIA,PLASENCIA,,"Avenida Juan Carlos I, 17 - entrepl.",https://www.registradores.org/directorio/-/registros/propiedad/caceres/plasencia/registro-de-la-propiedad-de-plasencia
CACERES,VILLASBUENAS DE GATA,HOYOS,HOYOS,,"Avenida de España, 2",https://www.registradores.org/directorio/-/registros/propiedad/caceres/hoyos/registro-de-la-propiedad-de-hoyos
CACERES,ZARZA DE GRANADILLA,HERVAS,HERVAS,,"La Mata, 2 y 4",https://www.registradores.org/directorio/-/registros/propiedad/caceres/hervas/registro-de-la-propiedad-de-hervas
CACERES,ZARZA DE MONTANCHEZ,MONTANCHEZ,MONTANCHEZ,,"Virgen de los Remedios, 20",https://www.registradores.org/directorio/-/registros/propiedad/caceres/montanchez/registro-de-la-propiedad-de-montanchez
CACERES,ZARZA LA MAYOR,VALENCIA DE ALCANTARA -ALCANTARA,VALENCIA DE ALCANTARA -ALCANTARA,,"Virgen de Guadalupe, 6 (Valencia de Alcántara)",https://www.registradores.org/directorio/-/registros/propiedad/caceres/valencia-de-alcantara/registro-de-la-propiedad-de-valencia-de-alcantara-alcantara
CACERES,ZORITA,LOGROSAN,LOGROSAN,,"Miguel de Cervantes, 11 - A",https://www.registradores.org/directorio/-/registros/propiedad/caceres/logrosan/registro-de-la-propiedad-de-logrosan
CACERES,ROSALEJO,NAVALMORAL DE LA MATA,NAVALMORAL DE LA MATA,,"Vérgara, 1 - 1º",https://www.registradores.org/directorio/-/registros/propiedad/caceres/navalmoral-de-la-mata/registro-de-la-propiedad-de-navalmoral-de-la-mata
CACERES,VEGAVIANA,CORIA,CORIA,,"Avenida Monseñor Riberi, 40",https://www.registradores.org/directorio/-/registros/propiedad/caceres/coria/registro-de-la-propiedad-de-coria
CACERES,ALAGON DEL RIO,PLASENCIA,PLASENCIA,,"Avenida Juan Carlos I, 17 - entrepl.",https://www.registradores.org/directorio/-/registros/propiedad/caceres/plasencia/registro-de-la-propiedad-de-plasencia
CACERES,TIETAR,NAVALMORAL DE LA MATA,NAVALMORAL DE LA MATA,,"Vérgara, 1 - 1º",https://www.registradores.org/directorio/-/registros/propiedad/caceres/navalmoral-de-la-mata/registro-de-la-propiedad-de-navalmoral-de-la-mata
CACERES,PUEBLONUEVO DE MIRAMONTES,NAVALMORAL DE LA MATA,NAVALMORAL DE LA MATA,,"Vérgara, 1 - 1º",https://www.registradores.org/directorio/-/registros/propiedad/caceres/navalmoral-de-la-mata/registro-de-la-propiedad-de-navalmoral-de-la-mata
CACERES,TORVISCOSO,NAVALMORAL DE LA MATA,NAVALMORAL DE LA MATA,,"Vérgara, 1 - 1º",https://www.registradores.org/directorio/-/registros/propiedad/caceres/navalmoral-de-la-mata/registro-de-la-propiedad-de-navalmoral-de-la-mata
CACERES,GRANADILLA,HERVAS,HERVAS,,"La Mata, 2 y 4",https://www.registradores.org/directorio/-/registros/propiedad/caceres/hervas/registro-de-la-propiedad-de-hervas
CACERES,ESTORNINOS,VALENCIA DE ALCANTARA -ALCANTARA,VALENCIA DE ALCANTARA -ALCANTARA,,"Virgen de Guadalupe, 6 (Valencia de Alcántara)",https://www.registradores.org/directorio/-/registros/propiedad/caceres/valencia-de-alcantara/registro-de-la-propiedad-de-valencia-de-alcantara-alcantara
CACERES,ARCO,CACERES 2,CACERES,2,"Avda. de España, 1 - 1º",https://www.registradores.org/directorio/-/registros/propiedad/caceres/caceres/registro-de-la-propiedad-de-caceres-n-02
CACERES,VALDASTILLAS Y REBOLLAR,PLASENCIA,PLASENCIA,,"Avenida Juan Carlos I, 17 - entrepl.",https://www.registradores.org/directorio/-/registros/propiedad/caceres/plasencia/registro-de-la-propiedad-de-plasencia
CACERES,RIBERA OVEJA,HERVAS,HERVAS,,"La Mata, 2 y 4",https://www.registradores.org/directorio/-/registros/propiedad/caceres/hervas/registro-de-la-propiedad-de-hervas
CACERES,EL BRONCO,HERVAS,HERVAS,,"La Mata, 2 y 4",https://www.registradores.org/directorio/-/registros/propiedad/caceres/hervas/registro-de-la-propiedad-de-hervas
CACERES,TOMOS GENERALES,CORIA,CORIA,,"Avenida Monseñor Riberi, 40",https://www.registradores.org/directorio/-/registros/propiedad/caceres/coria/registro-de-la-propiedad-de-coria
CACERES,TOMOS GENERALES,NAVALMORAL DE LA MATA,NAVALMORAL DE LA MATA,,"Vérgara, 1 - 1º",https://www.registradores.org/directorio/-/registros/propiedad/caceres/navalmoral-de-la-mata/registro-de-la-propiedad-de-navalmoral-de-la-mata
CACERES,TOMOS GENERALES,PLASENCIA,PLASENCIA,,"Avenida Juan Carlos I, 17 - entrepl.",https://www.registradores.org/directorio/-/registros/propiedad/caceres/plasencia/registro-de-la-propiedad-de-plasencia
CACERES,TOMOS GENERALES,TRUJILLO,TRUJILLO,,"Sola, 16",https://www.registradores.org/directorio/-/registros/propiedad/caceres/trujillo/registro-de-la-propiedad-de-trujillo
CADIZ,ALCALA DE LOS GAZULES,MEDINA - SIDONIA,MEDINA - SIDONIA,,"Extremadura, 7 - local 9",https://www.registradores.org/directorio/-/registros/propiedad/cadiz/medina-sidonia/registro-de-la-propiedad-de-medina-sidonia
CADIZ,ALCALA DEL VALLE,OLVERA,OLVERA,,"Avda. Manuel de Falla, 12",https://www.registradores.org/directorio/-/registros/propiedad/cadiz/olvera/registro-de-la-propiedad-de-olvera
CADIZ,ALGAR,ARCOS DE LA FRONTERA,ARCOS DE LA FRONTERA,,"Pedro Almodóvar, 4",https://www.registradores.org/directorio/-/registros/propiedad/cadiz/arcos-de-la-frontera/registro-de-la-propiedad-de-arcos-de-la-frontera
CADIZ,ALGECIRAS,ALGECIRAS 1,ALGECIRAS,1,"Salvador Cabrera, s/n Edif. Registro",https://www.registradores.org/directorio/-/registros/propiedad/cadiz/algeciras/registro-de-la-propiedad-de-algeciras-n-01
CADIZ,ALGECIRAS,ALGECIRAS 3,ALGECIRAS,3,"C/ Salvador Cabrera, s/n, edificio Registro",https://www.registradores.org/directorio/-/registros/propiedad/cadiz/algeciras/registro-de-la-propiedad-de-algeciras-n-03
CADIZ,ALGODONALES,OLVERA,OLVERA,,"Avda. Manuel de Falla, 12",https://www.registradores.org/directorio/-/registros/propiedad/cadiz/olvera/registro-de-la-propiedad-de-olvera
CADIZ,ARCOS DE LA FRONTERA,ARCOS DE LA FRONTERA,ARCOS DE LA FRONTERA,,"Pedro Almodóvar, 4",https://www.registradores.org/directorio/-/registros/propiedad/cadiz/arcos-de-la-frontera/registro-de-la-propiedad-de-arcos-de-la-frontera
CADIZ,BARBATE,BARBATE,BARBATE,,"Avda. Juan Carlos I, 6",https://www.registradores.org/directorio/-/registros/propiedad/cadiz/barbate/registro-de-la-propiedad-de-barbate
CADIZ,BARRIOS (LOS),ALGECIRAS 2,ALGECIRAS,2,"Plaza Ntra. Sra. de la Palma, 16 - 1º",https://www.registradores.org/directorio/-/registros/propiedad/cadiz/algeciras/registro-de-la-propiedad-de-algeciras-n-02
CADIZ,BENAOCAZ,UBRIQUE,UBRIQUE,,"Avenida de los Callejones, 36",https://www.registradores.org/directorio/-/registros/propiedad/cadiz/ubrique/registro-de-la-propiedad-de-ubrique
CADIZ,BORNOS,ARCOS DE LA FRONTERA,ARCOS DE LA FRONTERA,,"Pedro Almodóvar, 4",https://www.registradores.org/directorio/-/registros/propiedad/cadiz/arcos-de-la-frontera/registro-de-la-propiedad-de-arcos-de-la-frontera
CADIZ,BOSQUE (EL),UBRIQUE,UBRIQUE,,"Avenida de los Callejones, 36",https://www.registradores.org/directorio/-/registros/propiedad/cadiz/ubrique/registro-de-la-propiedad-de-ubrique
CADIZ,CADIZ,CADIZ 1,CADIZ,1,"Paseo Marítimo, 3",https://www.registradores.org/directorio/-/registros/propiedad/cadiz/cadiz/registro-de-la-propiedad-de-cadiz-n-01
CADIZ,CADIZ,CADIZ 1,CADIZ,1,"Paseo Marítimo, 3",https://www.registradores.org/directorio/-/registros/propiedad/cadiz/cadiz/registro-de-la-propiedad-de-cadiz-n-01
CADIZ,CADIZ,CADIZ 3,CADIZ,3,"Paseo Marítimo, 3",https://www.registradores.org/directorio/-/registros/propiedad/cadiz/cadiz/registro-de-la-propiedad-de-cadiz-n-03
CADIZ,CADIZ,CADIZ 3,CADIZ,3,"Paseo Marítimo, 3",https://www.registradores.org/directorio/-/registros/propiedad/cadiz/cadiz/registro-de-la-propiedad-de-cadiz-n-03
CADIZ,CADIZ,CADIZ 3,CADIZ,3,"Paseo Marítimo, 3",https://www.registradores.org/directorio/-/registros/propiedad/cadiz/cadiz/registro-de-la-propiedad-de-cadiz-n-03
CADIZ,CASTELLAR DE LA FRONTERA,SAN ROQUE,SAN ROQUE,,"Velázquez, Edif. Alameda - portal 1 - 1º",https://www.registradores.org/directorio/-/registros/propiedad/cadiz/san-roque/registro-de-la-propiedad-de-san-roque
CADIZ,CONIL DE LA FRONTERA,CONIL DE LA FRONTERA,CONIL DE LA FRONTERA,,"Linea de la Concepción, s/n, bajo",https://www.registradores.org/directorio/-/registros/propiedad/cadiz/conil-de-la-frontera/registro-de-la-propiedad-de-conil-de-la-frontera
CADIZ,CHICLANA DE LA FRONTERA,CHICLANA DE LA FRONTERA 1,CHICLANA DE LA FRONTERA,1,Av.Descubrimientos-Las Redes 49-I,https://www.registradores.org/directorio/-/registros/propiedad/cadiz/chiclana-de-la-frontera/registro-de-la-propiedad-de-chiclana-de-la-frontera-n-01
CADIZ,CHICLANA DE LA FRONTERA,CHICLANA DE LA FRONTERA 2,CHICLANA DE LA FRONTERA,2,Av.Descubrimientos-Las Redes 49-I,https://www.registradores.org/directorio/-/registros/propiedad/cadiz/chiclana-de-la-frontera/registro-de-la-propiedad-de-chiclana-de-la-frontera-n-02
CADIZ,CHIPIONA,CHIPIONA,CHIPIONA,,"Avda. de La Laguna, 37 - local A - Edif. Las Palmeras",https://www.registradores.org/directorio/-/registros/propiedad/cadiz/chipiona/registro-de-la-propiedad-de-chipiona
CADIZ,ESPERA,ARCOS DE LA FRONTERA,ARCOS DE LA FRONTERA,,"Pedro Almodóvar, 4",https://www.registradores.org/directorio/-/registros/propiedad/cadiz/arcos-de-la-frontera/registro-de-la-propiedad-de-arcos-de-la-frontera
